year,maker,count
2022,Rolls Royce,48
2022,Ruf,1
2022,Saab,1
2022,Shineray,11
2022,Smart,9
2022,Subaru,2656
2022,Suzuki,551
2022,Tata,2
2022,Tesla,306
2022,Toyota,124400
2022,Triumph,1
2022,Volkswagen,3980
2022,Volvo,3208
2022,Weststar Maxus,202
2022,Xiamen,12
2022,Yangtse,11
2022,Zxauto,1
2023,AK Sportscar,1
2023,Alfa Romeo,8
2023,Allenbus,1
2023,Alpine,1
2023,Aston Martin,23
2023,Audi,469
2023,Austin,4
2023,BAW,3
2023,BMW,12423
2023,BYD,4470
2023,Bentley,76
2023,Bison,6
2023,Boon Koon,37
2023,Borgward,2
2023,Cadillac,2
2023,Cam,553
2023,Caterham,1
2023,Chery,4503
2023,Chevrolet,9
2023,Chrysler,2
2023,Citroen,2
2023,Daihatsu,158
2023,Daimler,206
2023,Datsun,1
2023,Dodge,7
2023,Ferrari,85
2023,Fiat,8
2023,Foday,9
2023,Ford,9010
2023,Foton,508
2023,Gac Motor,34
2023,Go Auto,160
2023,Great Wall,499
2023,Higer,42
2023,Hillman,1
2023,Honda,83087
2023,Hyundai,1513
2023,Inokom,2
2023,Isuzu,9557
2023,Jaguar,49
2023,Jeep,129
2023,Jinbei,1
2023,Kia,2408
2023,King Long Xiamen,69
2023,Lamborghini,201
2023,Land Rover,894
2023,Lexus,5187
2023,Lotus,31
2023,MG,5
2023,Maserati,83
2023,Mazda,19598
2023,Mclaren,47
2023,Mercedes Benz,14547
2023,Mercedes-Maybach,10
2023,Mini,2834
2023,Mitsubishi,21775
2023,Mitsuoka,6
2023,Morris,1
2023,Neta,27
2023,Nissan,9563
2023,Perodua,330318
2023,Peugeot,1494
2023,Polestar,1
2023,Porsche,2664
2023,Proton,150974
2023,Renault,58
2023,Rolls Royce,60
2023,Shineray,20
2023,Smart,211
2023,Subaru,1943
2023,Suzuki,867
2023,Tesla,1873
2023,Toyota,131017
2023,Triumph,1
2023,Volkswagen,2809
2023,Volvo,2703
2023,Weststar Maxus,352
2023,Xiamen,15
2023,Yangtse,11
2023,Zxauto,1
2024,Alfa Romeo,1
2024,Aston Martin,5
2024,Audi,122
2024,BAIC,5
2024,BAW,2
2024,BMW,4349
2024,BYD,3608
2024,Bentley,23
2024,Bison,5
2024,Boon Koon,33
2024,Bufori Malaysia,1
2024,Cam,298
2024,Chery,6420
2024,Chevrolet,8
2024,Chrysler,1
2024,Daihatsu,53
2024,Daimler,42
2024,Dodge,2
2024,Ferrari,46
2024,Fiat,3
2024,Foday,1
2024,Ford,3123
2024,Foton,218
2024,Gac Motor,84
2024,Go Auto,64
2024,Golden Dragon,14
2024,Great Wall,228
2024,Higer,5
2024,Honda,34140
2024,Hyundai,381
2024,Inokom,1
2024,Isuzu,2672
2024,JMS,6
2024,Jaguar,19
2024,Jeep,55
2024,Kia,729
2024,King Long Xiamen,36
2024,Lamborghini,82
2024,Land Rover,443
2024,Lexus,2928
2024,Lotus,142
2024,MG,1
2024,Maserati,23
2024,Mazda,7364
2024,Mclaren,13
2024,Mercedes Benz,5491
2024,Mercedes-Maybach,3
2024,Mini,964
2024,Mitsubishi,7085
2024,Mitsuoka,1
2024,Neta,67
2024,Nissan,3585
2024,Perodua,146111
2024,Peugeot,206
2024,Pontiac,1
2024,Porsche,1089
2024,Proton,61353
2024,Renault,4
2024,Roewe,145
2024,Rolls Royce,17
2024,Shineray,4
2024,Smart,241
2024,Ssangyong,1
2024,Subaru,750
2024,Suzuki,575
2024,Tesla,2642
2024,Toyota,49799
2024,Vinfast,2
2024,Volkswagen,663
2024,Volvo,867
2024,Weststar Maxus,139
2024,Xiamen,8
